city,brand,title,start_time,distance,volumn,gear,tag,price
北京二手车,大众,速腾 2009款 1.6L 自动时尚型真皮版,2009年,8万公里,1.6升,自动,90天可退,3.15
北京二手车,金杯,大海狮 2012款 2.4 手动 大海狮W 豪华型,2015年,2万公里,2.4升,手动,好评商家,9.2
北京二手车,宝马,X3 2006款 xDrive25si,2007年,11万公里,2.5升,自动,高配,7.4
北京二手车,江铃,福特新世代全顺 2010款 2.4 手动 柴油长轴多功能中顶6座,2010年,11万公里,2.4升,手动,好评商家,6.9
北京二手车,奥迪,A4 2007款 1.8T 自动豪华型,2007年,10万公里,1.8升,自动,好评商家,4.3
北京二手车,保时捷,Boxster 2004款 Boxster 2.7L,2004年,6.5万公里,2.7升,手动,90天可退,13.9
北京二手车,现代,新胜达 2007款 2.7 舒适型,2008年,16万公里,2.7升,自动,商家认证,4.8
北京二手车,荣威,550 2008款 550S 1.8T 自动品智版,2009年,12万公里,1.8升,自动,好评商家,2.25
北京二手车,别克,GL8 2006款 3.0L 自动 7座XT导航型,2006年,16万公里,3.0升,自动,营转非,1.8
北京二手车,英菲尼迪,FX 2010款 FX35 超越版,2010年,13万公里,3.5升,自动,营转非,17.5
北京二手车,大通,上汽MAXUS G10 2016款 2.0T 自动 行政版,2017年,1万公里,2.0升,自动,好评商家,9.8
北京二手车,路虎,揽胜 2018款 3.0 V6 SC Vogue 传世加长版,2018年,2.48万公里,3.0升,自动,90天可退,132.8
北京二手车,雪佛兰,科帕奇(进口) 2008款 2.4 MT 5座舒适型,2009年,7万公里,2.4升,手动,好评商家,3.3
北京二手车,三菱,帕杰罗(进口) 2016款 3.0L 自动尊贵版,2016年,8.8万公里,3.0升,自动,好评商家,26.38
北京二手车,奥迪,A6L 2005款 2.4L 尊贵型,2006年,11万公里,2.4升,自动,好评商家,5.3
北京二手车,别克,GL8 2017款 25S 豪华型,2018年,2万公里,2.5升,自动,好评商家,21.5
北京二手车,大众,捷达 2015款 质惠版 1.4L 手动舒适型,2014年,8.9万公里,1.4升,手动,营转非,1.95
北京二手车,大众,捷达 2015款 质惠版 1.6L 手动舒适型,2014年,8.7万公里,1.6升,手动,营转非,1.95
北京二手车,日产,骐达 2006款 1.6GE AT,2006年,12万公里,1.6升,自动,高配,2
北京二手车,力帆,X60 2011款 1.8 手动 舒适型,2013年,2万公里,1.8升,手动,90天可退,2.4
北京二手车,大众,速腾 2006款 2.0L 自动时尚型,2006年,10万公里,2.0升,自动,好评商家,2.3
北京二手车,九龙,商务车 2012款 2.5T 手动 柴油 物流型,2013年,3万公里,2.5升,手动,好评商家,6.2
北京二手车,吉普,大切诺基(进口) 2008款 3.7 手自一体 四驱,2009年,11.5万公里,3.7升,自动,高配,8.38
北京二手车,奥迪,A4L 2019款 A4L 40 TFSI 时尚型 国V,2019年,0.01万公里,2.0升,自动,营转非,27.8
北京二手车,奥迪,A6L 2012款 TFSI 舒适型,2013年,7.2万公里,2.0升,自动,高配,20.5
北京二手车,奥迪,A8L 2013款 A8L 55 TFSI quattro豪华型,2013年,8.2万公里,4.0升,自动,高配,69.98
北京二手车,大众,迈腾 2007款 1.8TSI 自动豪华型,2007年,10万公里,1.8升,自动,营转非,3.26
北京二手车,保时捷,718 2016款 Boxster 2.0T,2017年,2万公里,2.0升,自动,高配,58.8
北京二手车,大众,捷达 2007款 CIX 伙伴豪华型,2007年,13万公里,1.6升,手动,好评商家,0.7
北京二手车,大众,桑塔纳 2015款 1.6L 手动舒适版,2014年,9.2万公里,1.6升,手动,好评商家,1.95
北京二手车,大众,POLO 2005款 两厢 1.6L 手动珍藏版,2006年,15万公里,1.6升,手动,好评商家,0.8
北京二手车,丰田,凯美瑞 2006款 240V 2.4 手自一体 至尊版,2006年,14万公里,2.4升,自动,高配,3.1
北京二手车,大众,途锐 2004款 4.2 手自一体 V8豪华型,2004年,17万公里,4.2升,自动,好评商家,5.8
北京二手车,铃木,北斗星 2005款 1.4L 手动标准型,2007年,10万公里,1.4升,手动,高配,0.45
北京二手车,路虎,发现 2012款 5.0 V8 HSE,2012年,11万公里,5.0升,自动,好评商家,36.5
北京二手车,日产,帕拉丁 2009款 2.4 手动 XE四驱豪华型,2010年,9万公里,2.4升,手动,好评商家,5.75
北京二手车,斯柯达,昊锐 2012款 1.8TSI 自动贵雅版,2012年,7.5万公里,1.8升,自动,高配,7.2
北京二手车,现代,悦动 2008款 1.6L MT GLS,2008年,10万公里,1.6升,手动,好评商家,2.18
北京二手车,大众,桑塔纳 2015款 1.6L 手动舒适版,2014年,9.6万公里,1.6升,手动,好评商家,1.95
北京二手车,大众,桑塔纳3000 2006款 1.8 手动 导入型,2008年,10万公里,1.8升,手动,90天可退,1
北京二手车,本田,思铂睿 2009款 2.4L TYPES NAVI,2010年,12万公里,2.4升,自动,高配,7
北京二手车,斯柯达,明锐 2007款 1.6L 手动逸仕版,2007年,6万公里,1.6升,手动,90天可退,1.6
北京二手车,路虎,神行者2 2009款 3.2 手自一体 HSE高配,2009年,13万公里,3.2升,自动,高配,10.5
北京二手车,路虎,神行者2 2012款 3.2L 圣诞新年特别版 HSE,2012年,10万公里,3.2升,自动,高配,15.8
北京二手车,荣威,750 2008款 2.5L 贵雅版AT,2008年,10万公里,2.5升,自动,好评商家,1.68
北京二手车,本田,飞度 2016款 1.5L LXS CVT舒适天窗版,2017年,3万公里,1.5升,自动,高配,7.3
北京二手车,荣威,750 2008款 1.8T EX 手自一体 祺雅版,2008年,12万公里,1.8升,自动,90天可退,1.2
北京二手车,雷诺,科雷傲(进口) 2016款 2.5 自动 四驱舒适运动版,2016年,7万公里,2.5升,自动,好评商家,13.38
北京二手车,江铃,经典全顺 2009款 2.8T 手动 柴油豪华型短轴中顶JX493ZLQ3,2012年,15万公里,2.8升,手动,高配,3.7
北京二手车,吉普,指南者 2013款 2.4 CVT 豪华版,2013年,4.8万公里,2.4升,自动,90天可退,8.98
北京二手车,雪佛兰,科鲁兹 2010款 1.6 自动 SL天地版,2010年,11万公里,1.6升,自动,好评商家,3.38
北京二手车,奔驰,GLK级 2013款 GLK 300 4MATIC 时尚型,2012年,7.3万公里,3.0升,自动,好评商家,18.68
北京二手车,日产,天籁 2014款 2.0L XL Upper科技版,2015年,8万公里,2.0升,自动,高配,12.2
北京二手车,雪铁龙,世嘉三厢 2011款 三厢 2.0L 自动豪华型,2011年,9万公里,2.0升,自动,90天可退,3.1
北京二手车,保时捷,Cayenne 2006款 Cayenne 3.2L AT,2006年,13万公里,3.2升,自动,高配,12
北京二手车,奥迪,A6 2002款 1.8T 手自一体 基本型,2003年,18万公里,1.8升,自动,90天可退,1
北京二手车,丰田,普拉多 2016款 2.7L 自动豪华版,2016年,5万公里,2.7升,自动,90天可退,37
北京二手车,三菱,帕杰罗速跑 2004款 改款 3.0L 自动四驱GLS,2006年,9万公里,3.0升,自动,好评商家,5.3
北京二手车,宝马,Z4 2013款 sDrive20i领先型,2013年,8万公里,2.0升,自动,高配,21.88
北京二手车,现代,雅科仕 2009款 3.8尊享版,2010年,11.05万公里,3.8升,自动,高配,16.98
北京二手车,宝马,5系 2018款 改款 530Li xDrive M运动套装,2018年,2.54万公里,2.0升,自动,高配,49.9
北京二手车,现代,悦动 2008款 1.6L MT GL,2008年,10万公里,1.6升,手动,好评商家,1.2
北京二手车,奔驰,ML级 2012款 ML 300,2011年,11万公里,3.5升,自动,90天可退,22.5
北京二手车,大众,新宝来 2009款 1.6 手动 时尚型,2009年,11万公里,1.6升,手动,高配,2.86
北京二手车,丰田,凯美瑞 2006款 200E,2006年,12万公里,2.0升,自动,90天可退,1.7
北京二手车,奥迪,A6L 2008款 2.4L 尊贵型,2007年,12万公里,2.4升,自动,90天可退,7.5
北京二手车,奔驰,G级 2004款 G 500,2005年,9万公里,5.0升,自动,好评商家,49
北京二手车,开瑞,K50 2019款 K50 1.5L 手动定制版尊享型,2019年,0.88万公里,1.5升,手动,90天可退,4.98
北京二手车,MINI,2014款 1.5T COOPER Excitement,2015年,6万公里,1.5升,自动,90天可退,15.3
北京二手车,丰田,威驰 2008款 1.3L GLi AT,2008年,12万公里,1.3升,自动,好评商家,1.8
北京二手车,丰田,普拉多 2014款 4.0L 自动VX,2014年,9.5万公里,4.0升,自动,高配,46.66
北京二手车,保时捷,718 2016款 Boxster 2.0T,2017年,2.7万公里,2.0升,自动,90天可退,60.98
北京二手车,奥迪,A8L 2008款 A8L 3.2 FSI豪华型,2008年,11万公里,3.2升,自动,高配,17.3
北京二手车,本田,思域 2009款 1.8L 自动舒适版,2010年,11万公里,1.8升,自动,好评商家,4.9
北京二手车,路虎,奇瑞发现神行 2016款 2.0T S,2016年,7万公里,2.0升,自动,90天可退,21.08
北京二手车,马自达,6 2004款 2.3L 自动技术型,2004年,16万公里,2.3升,自动,好评商家,1.1
北京二手车,大众,桑塔纳志俊 2008款 1.8L 手动舒适型,2009年,10万公里,1.8升,手动,高配,1.58
北京二手车,大众,捷达 2005款 CIF 基本型,2006年,13万公里,1.6升,手动,高配,0.75
北京二手车,丰田,卡罗拉 2007款 1.6L 手动GL,2007年,16万公里,1.6升,手动,高配,1.5
北京二手车,奔驰,威霆 2011款 2.5L 商务版,2012年,9.8万公里,2.5升,自动,90天可退,18.5
北京二手车,丰田,兰德酷路泽 2007款 4.7L 自动VXR,2009年,15万公里,4.7升,自动,好评商家,36.8
北京二手车,宝马,Z4 2009款 sDrive23i领先型,2010年,5.6万公里,2.5升,自动,好评商家,17.8
北京二手车,奥迪,Q7 2018款 40 TFSI S line运动型,2018年,1.26万公里,2.0升,自动,高配,53.38
北京二手车,铃木,天语SX4两厢 2008款 两厢 1.6L 自动都市时尚型,2008年,10万公里,1.6升,自动,90天可退,2.38
北京二手车,宝马,X6 2011款 xDrive35i,2010年,9万公里,3.0升,自动,好评商家,25.8
北京二手车,本田,XRV 2019款 XRV 1.5L CVT经典版 国VI,2019年,0.6万公里,1.5升,自动,高配,9.58
北京二手车,宾利,飞驰 2005款 6.0T 基本型,2008年,8万公里,6.0升,自动,90天可退,86.0
北京二手车,奥迪,A6L 2010款 2.0 TFSI 自动标准型,2011年,6万公里,2.0升,自动,高配,12
北京二手车,福特,蒙迪欧 2007款 2.0 自动 尊贵型,2007年,9.3万公里,2.0升,自动,高配,2.8
北京二手车,路虎,揽胜 2019款 3.0 V6 SC 传世加长版,2019年,0.2万公里,3.0升,自动,90天可退,141
北京二手车,保时捷,Cayman 2015款 Cayman Style Edition 2.7L,2015年,6万公里,2.7升,自动,好评商家,44.8
北京二手车,铃木,奥拓 2006款 0.8L 快乐王子,2006年,8万公里,0.8升,手动,90天可退,0.46
北京二手车,奔驰,GLC级 2017款 GLC 260 4MATIC 豪华型,2017年,6.5万公里,2.0升,自动,好评商家,34.68
北京二手车,奔驰,G级 2013款 G 500,2014年,9万公里,5.5升,自动,高配,89.5
北京二手车,奔驰,E级 2015款 E 320 L 运动型 4MATIC,2015年,4万公里,3.0升,自动,好评商家,34.8
北京二手车,大众,蔚领 2017款 230TSI 自动豪华型,2018年,0.05万公里,1.4升,自动,高配,13.8
北京二手车,日产,轩逸 2006款 1.6 XE,2006年,19万公里,1.6升,自动,高配,1.62
北京二手车,大众,途安 2008款 2.0L 智享版自动5座,2007年,13万公里,2.0升,自动,好评商家,2.6
北京二手车,现代,悦动 2010款 1.6L AT GLS,2010年,9万公里,1.6升,自动,高配,3.3
北京二手车,别克,君越 2010款 2.4L豪华版,2010年,8.6万公里,2.4升,自动,好评商家,5.88
北京二手车,别克,凯越旅行车 2007款 旅行版 1.6LXMT,2007年,13万公里,1.6升,手动,90天可退,1
北京二手车,雪铁龙,凯旋 2006款 2.0L 自动精英型,2006年,13万公里,2.0升,自动,90天可退,0.8
北京二手车,丰田,考斯特 2006款 23座,2006年,6万公里,2.7升,自动,好评商家,12.5
北京二手车,宝马,i8 2014款 高配型,2017年,1.1万公里,1.5升,自动,90天可退,112.88
北京二手车,荣威,Ei5 2018款 Ei5 互联网旗舰版,2018年,1万公里,纯电动,自动,高配,9.8
北京二手车,雪铁龙,C5 2010款 2.3L 自动尊贵型,2010年,13万公里,2.3升,自动,高配,4.28
北京二手车,别克,君越 2012款 2.4L SIDI豪雅版,2012年,10万公里,2.4升,自动,90天可退,8.68
北京二手车,奥迪,A8L 2010款 A8L 3.0 FSI 百年纪念版,2010年,13.8万公里,3.0升,自动,好评商家,17.8
北京二手车,路虎,揽胜 2007款 V8 4.2 机械增压,2008年,19万公里,4.2升,自动,高配,25.6
北京二手车,别克,君威 2006款 2.5L 自动豪华,2007年,12万公里,2.5升,自动,好评商家,0.86
北京二手车,宝骏,510 2017款 510 1.5L 手动 时尚型,2017年,1.2万公里,1.5升,手动,高配,3.79
北京二手车,大众,POLO 2004款 两厢 1.6L 手动舒适型,2004年,15万公里,1.6升,手动,90天可退,0.4
北京二手车,大众,帕萨特 2005款 2.0L 手动舒适型,2005年,14万公里,2.0升,手动,高配,1
北京二手车,标致,307两厢 2007款 1.6L 手动舒适版,2007年,10万公里,1.6升,手动,90天可退,0.9
北京二手车,奔驰,C级(进口) 2018款 C180 旅行轿车,2018年,2.3万公里,1.6升,自动,高配,29.08
北京二手车,铃木,吉姆尼 2012款 1.3 MT JLX,2014年,6.1万公里,1.3升,手动,90天可退,10.9
北京二手车,WEY,VV7 2017款 VV7s 旗舰型,2018年,1.4万公里,2.0升,自动,高配,13.6
北京二手车,依维柯,2013款 2.8TA36 客货两用,2013年,6万公里,2.8升,手动,90天可退,5.9
北京二手车,别克,GL8 2004款 3.0L CT2 舒适版,2004年,14万公里,3.0升,自动,高配,0.98
北京二手车,奇瑞,A5 2009款 1.6 手动 实力型,2010年,9万公里,1.6升,手动,好评商家,1.28
北京二手车,大众,速腾 2006款 1.6 手自一体 真皮型,2006年,20万公里,1.6升,自动,高配,1.25
北京二手车,长城,哈弗M2 2011款 1.5 自动 都市版,2011年,7万公里,1.5升,自动,好评商家,1.98
北京二手车,雪佛兰,科鲁兹 2012款 1.8L SE AT,2012年,8万公里,1.8升,自动,高配,3.4
北京二手车,本田,飞度 2004款 1.3L CVT,2004年,15万公里,1.3升,自动,营转非,1
北京二手车,日产,骊威 2008款 劲锐 1.6L 手动标准版,2008年,11.6万公里,1.6升,手动,90天可退,1.75
北京二手车,大众,途锐 2017款 3.0TSI 行政版,2017年,4万公里,3.0升,自动,高配,42
北京二手车,雪佛兰,乐风 2006款 1.4 SL MT,2007年,12万公里,1.4升,手动,90天可退,0.72
北京二手车,福田,风景 2016款 2.0 手动 风景快运版长轴高顶491EQ4A,2016年,4.6万公里,2.0升,手动,高配,5.5
北京二手车,奥迪,A6(进口) 2015款 3.0T allroad quattro,2016年,5.15万公里,3.0升,自动,90天可退,39.3
北京二手车,日产,天籁 2005款 230JM,2005年,15.3万公里,2.3升,自动,90天可退,0.99
北京二手车,大众,捷达 2015款 1.6L 手动豪华型,2015年,8.9万公里,1.6升,手动,好评商家,2.65
北京二手车,江淮,瑞风 2007款 彩色之旅 2.4 手动 基本型,2007年,10万公里,2.4升,手动,90天可退,0.95
北京二手车,中华,骏捷 2009款 1.6 手动 舒适型,2010年,10万公里,1.6升,手动,好评商家,1.28
北京二手车,本田,思迪 2006款 1.5L 自动标准型,2006年,12万公里,1.5升,自动,高配,1.53
北京二手车,风行,景逸 2011款 LV 1.5 手动 舒适型,2011年,6万公里,1.5升,手动,90天可退,1.18
北京二手车,铃木,雨燕 2007款 1.3L 手动炫乐版,2007年,10万公里,1.3升,手动,高配,1.48
北京二手车,别克,君越 2007款 2.4 标准型,2007年,12万公里,2.4升,自动,好评商家,1.38
北京二手车,雪铁龙,爱丽舍 2008款 1.6L 手动舒适型,2008年,10万公里,1.6升,手动,营转非,1
北京二手车,江淮,宾悦 2008款 2.4 手动 豪华纪念版,2008年,10万公里,2.4升,手动,好评商家,1
北京二手车,克莱斯勒,300C 2007款 2.7 自动 豪华领航版,2007年,10万公里,2.7升,自动,高配,3.5
北京二手车,日产,轩逸 2019款 轩逸 经典 1.6XL CVT豪华版,2019年,0.8万公里,1.6升,自动,好评商家,18.8
北京二手车,讴歌,TL 2006款 3.2 手自一体 炫航版,2008年,10万公里,3.2升,自动,高配,6
北京二手车,日产,奇骏 2010款 2.5L CVT豪华版 4WD,2011年,8.4万公里,2.5升,自动,高配,7.98
北京二手车,保时捷,911 2016款 Carrera 3.0T,2017年,3万公里,3.0升,自动,好评商家,98.5
北京二手车,雪铁龙,C5 2010款 2.3L 自动尊贵型,2010年,28.5万公里,2.3升,自动,90天可退,3.65
北京二手车,宝马,3系 2018款 320i M运动套装,2019年,0.26万公里,2.0升,自动,高配,26.98
北京二手车,中华,骏捷FRV 2010款 1.5 手动 豪华型,2013年,7万公里,1.5升,手动,好评商家,1.65
北京二手车,比亚迪,E6 2014款 豪华版,2015年,1.35万公里,1.0升,自动,高配,7.36
北京二手车,奥迪,A6L 2008款 2.8 FSI 舒适娱乐型,2008年,15万公里,2.8升,自动,高配,6.2
北京二手车,路虎,卫士 2010款 冰·火限量版,2012年,2万公里,2.4升,手动,营转非,80
北京二手车,奔驰,C级 2013款 C 260 时尚型 Grand Edition,2013年,5万公里,1.8升,自动,90天可退,13.8
北京二手车,保时捷,Cayenne 2011款 Cayenne 3.0T,2012年,9万公里,3.0升,自动,好评商家,42
北京二手车,路虎,揽胜 2017款 3.0 V6 SC Vogue SE 创世加长版,2017年,7万公里,3.0升,自动,90天可退,95.2
北京二手车,克莱斯勒,300M(进口) 1998款 3.5 自动 300M,2005年,15万公里,3.5升,自动,90天可退,3.6
北京二手车,奔驰,AMG 2017款 AMG GLC 43 4MATIC 特别版,2017年,0.4万公里,3.0升,自动,高配,51.98
北京二手车,天津一汽,威姿 2002款 1.3 自动 豪华天窗版,2003年,4万公里,1.3升,自动,营转非,3.5
北京二手车,丰田,红杉 2005款 4.7 自动 V8,2006年,8万公里,4.7升,自动,营转非,13.5
北京二手车,奔驰,CLK级 2006款 CLK 200K 双门轿跑车,2010年,6万公里,1.8升,自动,营转非,13.8
北京二手车,大众,捷达 2013款 1.6L 手动舒适型,2014年,9.3万公里,1.6升,手动,高配,1.98
北京二手车,大众,途安 2006款 1.8T 豪华自动5座,2007年,10万公里,1.8升,自动,90天可退,2.1
北京二手车,日产,天籁 2005款 230JM,2005年,18万公里,2.3升,自动,好评商家,1
北京二手车,本田,思域 2006款 1.8L 手动经典版,2006年,15万公里,1.8升,手动,高配,1.4
北京二手车,林肯,MKX 2015款 2.0T 两驱尊享版,2016年,6.9万公里,2.0升,自动,好评商家,21
北京二手车,奥迪,Q7 2006款 3.6 FSI quattro 基本型,2006年,12万公里,3.6升,自动,90天可退,8.5
北京二手车,东风风神,风神H30 2010款 1.6 自动 尊雅型,2010年,7万公里,1.6升,自动,好评商家,2.1
北京二手车,别克,凯越 2008款 1.6 自动 豪华运动版,2009年,6万公里,1.6升,自动,90天可退,2.51
北京二手车,宝马,X4 2014款 xDrive28i M运动型,2015年,7万公里,2.0升,自动,营转非,33.8
北京二手车,现代,伊兰特 2011款 1.6L 手动舒适型,2014年,9.7万公里,1.6升,手动,90天可退,1.35
北京二手车,铃木,雨燕 2005款 1.3L,2005年,12万公里,1.5升,手动,高配,1
北京二手车,吉普,牧马人 2013款 3.6 手自一体 两门 Rubicon,2013年,8万公里,3.6升,自动,高配,30.8
北京二手车,大众,桑塔纳3000 2004款 1.8 手动 舒适型,2005年,13万公里,1.8升,手动,高配,0.9
北京二手车,大众,探岳 2019款 探岳 280TSI 两驱豪华型,2018,0.79万公里,1.4升,自动,90天可退,32
北京二手车,日产,天籁 2019款 2.0L XL 舒适版,2018年,0.8万公里,2.0升,自动,营转非,12.88
北京二手车,丰田,普瑞维亚 2006款 2.4L 7人座豪华版,2008年,11万公里,2.4升,自动,高配,18.6
